day	hour	value
186	18	83
186	19	0
186	20	0
186	21	0
186	22	0
186	23	0
187	0	0
187	1	0
187	2	0
187	3	0
187	4	0
187	5	0
187	6	0
187	7	0
187	8	87
187	9	88
187	10	88
187	11	85
187	12	90
187	13	89
187	14	90
187	15	97
187	16	101
187	17	0
187	18	95
187	19	79
187	20	79
187	21	89
187	22	75
187	23	69
188	0	65
188	1	62
188	2	61
188	3	61
188	4	65
188	5	119
188	6	89
188	7	104
188	8	89
188	9	89
188	10	94
188	11	94
188	12	86
188	13	73
188	14	0
188	15	0
188	16	0
188	17	0
188	18	0
188	19	0
188	20	0
188	21	0
188	22	0
188	23	0
189	0	0
189	1	0
189	2	0
189	3	0
189	4	69
189	5	88
189	6	88
189	7	99
189	8	97
189	9	81
189	10	86
189	11	97
189	12	90
189	13	102
189	14	88
189	15	90
189	16	91
189	17	116
189	18	85
189	19	0
189	20	0
189	21	0
189	22	0
189	23	0
190	0	0
190	1	0
190	2	0
190	3	0
190	4	0
190	5	129
190	6	88
190	7	89
190	8	0
190	9	0
190	10	0
190	11	89
190	12	94
190	13	93
190	14	90
190	15	68
190	16	67
190	17	77
190	18	80
190	19	74
190	20	82
190	21	81
190	22	69
190	23	69
191	0	95
191	1	80
191	2	81
191	3	85
191	4	91
191	5	94
191	6	87
191	7	88
191	8	95
191	9	95
191	10	82
191	11	88
191	12	89
191	13	86
191	14	98
191	15	0
191	16	97
191	17	91
191	18	90
191	19	0
191	20	0
191	21	0
191	22	0
191	23	0
192	0	0
192	1	0
192	2	0
192	3	0
192	4	0
192	5	0
192	6	0
192	7	0
192	8	0
192	9	0
192	10	0
192	11	0
192	12	0
192	13	0
192	14	0
192	15	81
192	16	88
192	17	102
192	18	87
192	19	99
192	20	88
192	21	77
192	22	86
192	23	88
193	0	89
193	1	82
193	2	74
193	3	72
193	4	68
193	5	81
193	6	71
193	7	54
193	8	81
193	9	99
193	10	87
193	11	95
193	12	99
193	13	87
193	14	97
193	15	98
193	16	0
193	17	0
193	18	0
193	19	0
193	20	0
193	21	0
193	22	0
193	23	0
194	0	0
194	1	0
194	2	0
194	3	0
194	4	0
194	5	0
194	6	0
194	7	0
194	8	83
194	9	82
194	10	81
194	11	93
194	12	100
194	13	95
194	14	98
194	15	77
194	16	89
194	17	89
194	18	98
194	19	87
194	20	99
194	21	81
194	22	89
194	23	90
195	0	83
195	1	77
195	2	65
195	3	65
195	4	74
195	5	61
195	6	78
195	7	65
195	8	62
195	9	75
195	10	88
195	11	78
195	12	103
195	13	94
195	14	92
195	15	98
195	16	90
195	17	87
195	18	91
195	19	88
195	20	81
195	21	94
195	22	88
195	23	90
196	0	81
196	1	82
196	2	0
196	3	0
196	4	0
196	5	0
196	6	74
196	7	94
196	8	98
196	9	107
196	10	97
196	11	93
196	12	98
196	13	99
196	14	95
196	15	92
196	16	98
196	17	94
196	18	106
196	19	106
196	20	100
196	21	90
196	22	94
196	23	82
197	0	0
197	1	0
197	2	0
197	3	0
197	4	0
197	5	0
197	6	0
197	7	0
197	8	0
197	9	0
197	10	0
197	11	93
197	12	101
197	13	95
197	14	79
197	15	87
197	16	89
197	17	84
197	18	83
197	19	88
197	20	88
197	21	81
197	22	0
197	23	0
198	0	0
198	1	0
198	2	0
198	3	0
198	4	0
198	5	0
198	6	0
198	7	0
198	8	85
198	9	93
198	10	95
198	11	114
198	12	83
198	13	88
198	14	102
198	15	87
198	16	99
198	17	87
198	18	80
198	19	90
198	20	87
198	21	81
198	22	73
198	23	66
199	0	0
199	1	0
199	2	0
199	3	0
199	4	0
199	5	0
199	6	0
199	7	0
199	8	0
199	9	0
199	10	0
199	11	81
199	12	89
199	13	80
199	14	93
199	15	84
199	16	81
199	17	88
199	18	90
199	19	78
199	20	74
199	21	67
199	22	92
199	23	0
200	0	0
200	1	0
200	2	0
200	3	0
200	4	0
200	5	0
200	6	0
200	7	0
200	8	89
200	9	94
200	10	89
200	11	97
200	12	90
200	13	94
200	14	94
200	15	94
200	16	100
200	17	98
200	18	91
200	19	86
200	20	81
200	21	113
200	22	82
200	23	56
201	0	61
201	1	57
201	2	50
201	3	62
201	4	88
201	5	113
201	6	88
201	7	87
201	8	91
201	9	117
201	10	99
201	11	87
201	12	91
201	13	86
201	14	90
201	15	103
201	16	88
201	17	83
201	18	75
201	19	0
201	20	0
201	21	0
201	22	0
201	23	0
202	0	0
202	1	0
202	2	0
202	3	0
202	4	0
202	5	0
202	6	0
202	7	0
202	8	0
202	9	88
202	10	84
202	11	90
202	12	86
202	13	90
202	14	82
202	15	88
202	16	91
202	17	88
202	18	91
202	19	95
202	20	75
202	21	74
202	22	0
202	23	114
203	0	121
203	1	85
203	2	73
203	3	64
203	4	68
203	5	88
203	6	91
203	7	88
203	8	88
203	9	98
203	10	89
203	11	88
203	12	103
203	13	95
203	14	97
203	15	86
203	16	90
203	17	86
203	18	82
203	19	77
203	20	0
203	21	0
203	22	0
203	23	0
204	0	0
204	1	0
204	2	0
204	3	0
204	4	0
204	5	0
204	6	0
204	7	0
204	8	94
204	9	83
204	10	94
204	11	91
204	12	90
204	13	89
204	14	93
204	15	91
204	16	78
204	17	90
204	18	78
204	19	85
204	20	78
204	21	88
204	22	0
204	23	0
205	0	0
205	1	0
205	2	0
205	3	0
205	4	0
205	5	0
205	6	0
205	7	83
205	8	83
205	9	85
205	10	100
205	11	82
205	12	91
205	13	97
205	14	87
205	15	90
205	16	91
205	17	74
205	18	69
205	19	86
205	20	74
205	21	81
205	22	78
205	23	65
206	0	82
206	1	58
206	2	58
206	3	57
206	4	59
206	5	81
206	6	66
206	7	88
206	8	87
206	9	103
206	10	85
206	11	76
206	12	90
206	13	79
206	14	78
206	15	81
206	16	77
206	17	71
206	18	0
206	19	0
206	20	0
206	21	0
206	22	0
206	23	0
207	0	0
207	1	0
207	2	0
207	3	0
207	4	82
207	5	72
207	6	119
207	7	89
207	8	103
207	9	116
207	10	102
207	11	88
207	12	125
207	13	105
207	14	91
207	15	86
207	16	94
207	17	70
207	18	85
207	19	0
207	20	0
207	21	0
207	22	0
207	23	0
208	0	0
208	1	0
208	2	0
208	3	0
208	4	0
208	5	0
208	6	0
208	7	0
208	8	82
208	9	100
208	10	90
208	11	88
208	12	86
208	13	89
208	14	88
208	15	76
208	16	86
208	17	88
208	18	89
208	19	84
208	20	81
208	21	74
208	22	81
208	23	61
209	0	118
209	1	119
209	2	65
209	3	64
209	4	83
209	5	70
209	6	79
209	7	90
209	8	97
209	9	113
209	10	0
209	11	0
209	12	81
209	13	83
209	14	76
209	15	87
209	16	82
209	17	82
209	18	83
209	19	113
209	20	0
209	21	0
209	22	0
209	23	0
210	0	0
210	1	0
210	2	0
210	3	0
210	4	0
210	5	0
210	6	0
210	7	0
210	8	81
210	9	97
210	10	87
210	11	89
210	12	91
210	13	103
210	14	97
210	15	84
210	16	81
210	17	89
210	18	91
210	19	86
210	20	91
210	21	90
210	22	0
210	23	0
211	0	0
211	1	0
211	2	0
211	3	0
211	4	0
211	5	0
211	6	0
211	7	0
211	8	0
211	9	81
211	10	84
211	11	82
211	12	79
211	13	90
211	14	83
211	15	74
211	16	75
211	17	94
211	18	78
211	19	71
211	20	68
211	21	60
211	22	54
211	23	99
212	0	54
212	1	56
212	2	56
212	3	56
212	4	60
212	5	56
212	6	90
212	7	81
212	8	83
212	9	86
212	10	88
212	11	91
212	12	97
212	13	90
212	14	89
212	15	97
212	16	95
212	17	77
212	18	83
212	19	91
212	20	74
212	21	65
212	22	119
212	23	70
213	0	70
213	1	69
213	2	129
213	3	63
213	4	94
213	5	114
213	6	95
213	7	88
213	8	81
213	9	103
213	10	86
213	11	106
213	12	83
213	13	99
213	14	87
213	15	91
213	16	81
213	17	81
213	18	83
213	19	78
213	20	80
213	21	0
213	22	0
213	23	0
214	0	0
214	1	0
214	2	0
214	3	0
214	4	0
214	5	0
214	6	78
214	7	81
214	8	88
214	9	0
214	10	97
214	11	81
214	12	86
214	13	94
214	14	107
214	15	88
214	16	81
214	17	88
214	18	90
214	19	93
214	20	89
214	21	77
214	22	76
214	23	91
215	0	98
215	1	86
215	2	93
215	3	82
215	4	81
215	5	80
215	6	89
215	7	81
215	8	87
215	9	81
215	10	65
215	11	65
215	12	88
215	13	88
215	14	94
215	15	93
215	16	77
215	17	73
215	18	65
215	19	69
215	20	65
215	21	74
215	22	69
215	23	90
216	0	90
216	1	88
216	2	91
216	3	88
216	4	85
216	5	89
216	6	97
216	7	87
216	8	89
216	9	95
216	10	93
216	11	86
216	12	95
216	13	88
216	14	78
216	15	87
216	16	0
216	17	0
216	18	0
216	19	0
216	20	0
216	21	0
216	22	0
216	23	0
217	0	85
217	1	81
217	2	0
217	3	0
217	4	0
217	5	0
217	6	0
217	7	0
217	8	0
217	9	0
217	10	0
217	11	0
217	12	102
217	13	99
217	14	103
217	15	106
217	16	0
217	17	0
217	18	0
217	19	0
217	20	0
217	21	0
217	22	0
217	23	0
218	0	100
218	1	88
218	2	90
218	3	89
218	4	82
218	5	92
218	6	90
218	7	89
218	8	95
218	9	97
218	10	89
218	11	86
218	12	93
218	13	90
218	14	92
218	15	0
218	16	0
218	17	0
218	18	0
218	19	0
218	20	0
218	21	0
218	22	0
218	23	0
219	0	95
219	1	93
219	2	97
219	3	97
219	4	109
219	5	90
219	6	94
219	7	95
219	8	93
219	9	100
219	10	83
219	11	83
219	12	90
219	13	95
219	14	0
219	15	0
219	16	0
219	17	0
219	18	0
219	19	0
219	20	0
219	21	0
219	22	0
219	23	90
220	0	99
220	1	102
220	2	103
220	3	104
220	4	91
220	5	90
220	6	89
220	7	90
220	8	99
220	9	107
220	10	112
220	11	108
220	12	97
220	13	0
220	14	0
220	15	0
220	16	0
220	17	0
220	18	0
220	19	0
220	20	0
220	21	0
220	22	0
220	23	0
221	0	0
221	1	0
221	2	0
221	3	82
221	4	83
221	5	83
221	6	85
221	7	91
221	8	94
221	9	84
221	10	82
221	11	87
221	12	78
221	13	74
221	14	0
221	15	0
221	16	0
221	17	0
221	18	0
221	19	0
221	20	0
221	21	0
221	22	0
221	23	0
222	0	91
222	1	92
222	2	85
222	3	90
222	4	84
222	5	97
222	6	97
222	7	97
222	8	97
222	9	102
222	10	104
222	11	0
222	12	0
222	13	0
222	14	0
222	15	0
222	16	0
222	17	0
222	18	0
222	19	0
222	20	0
222	21	0
222	22	0
222	23	0
223	0	0
223	1	0
223	2	0
223	3	0
223	4	0
223	5	102
223	6	98
223	7	98
223	8	94
223	9	95
223	10	114
223	11	110
223	12	103
223	13	88
223	14	0
223	15	0
223	16	0
223	17	0
223	18	0
223	19	0
223	20	0
223	21	0
223	22	0
223	23	0
224	0	0
224	1	97
224	2	95
224	3	90
224	4	84
224	5	91
224	6	82
224	7	88
224	8	88
224	9	89
224	10	97
224	11	97
224	12	88
224	13	87
224	14	0
224	15	0
224	16	0
224	17	0
224	18	0
224	19	0
224	20	0
224	21	0
224	22	0
224	23	0
225	0	0
225	1	0
225	2	0
225	3	81
225	4	87
225	5	88
225	6	85
225	7	85
225	8	88
225	9	79
225	10	89
225	11	84
225	12	86
225	13	91
225	14	93
225	15	74
225	16	73
225	17	69
225	18	93
225	19	106
225	20	67
225	21	80
225	22	76
225	23	79
226	0	90
226	1	72
226	2	83
226	3	99
226	4	89
226	5	82
226	6	89
226	7	101
226	8	87
226	9	97
226	10	87
226	11	85
226	12	90
226	13	104
226	14	81
226	15	69
226	16	95
226	17	70
226	18	67
226	19	65
226	20	72
226	21	73
226	22	70
226	23	70
227	0	103
227	1	106
227	2	101
227	3	91
227	4	83
227	5	88
227	6	97
227	7	93
227	8	92
227	9	83
227	10	103
227	11	83
227	12	92
227	13	0
227	14	0
227	15	0
227	16	0
227	17	0
227	18	0
227	19	0
227	20	0
227	21	0
227	22	74
227	23	81
228	0	95
228	1	100
228	2	95
228	3	98
228	4	90
228	5	97
228	6	106
228	7	92
228	8	94
228	9	83
228	10	88
228	11	97
228	12	98
228	13	0
228	14	0
228	15	0
228	16	0
228	17	0
228	18	0
228	19	0
228	20	0
228	21	0
228	22	0
228	23	0
229	0	89
229	1	90
229	2	95
229	3	98
229	4	89
229	5	92
229	6	88
229	7	89
229	8	99
229	9	97
229	10	93
229	11	89
229	12	95
229	13	86
229	14	82
229	15	77
229	16	87
229	17	74
229	18	69
229	19	72
229	20	69
229	21	69
229	22	66
229	23	88
230	0	91
230	1	93
230	2	89
230	3	102
230	4	102
230	5	97
230	6	97
230	7	95
230	8	94
230	9	103
230	10	105
230	11	89
230	12	97
230	13	0
230	14	0
230	15	0
230	16	0
230	17	0
230	18	0
230	19	0
230	20	0
230	21	0
230	22	0
230	23	76
231	0	95
231	1	97
231	2	94
231	3	92
231	4	101
231	5	88
231	6	101
231	7	91
231	8	85
231	9	0
231	10	0
231	11	0
231	12	92
231	13	88
231	14	86
231	15	78
231	16	81
231	17	71
231	18	69
231	19	71
231	20	71
231	21	69
231	22	88
231	23	88
232	0	0
232	1	105
232	2	91
232	3	102
232	4	91
232	5	93
232	6	95
232	7	94
232	8	91
232	9	100
232	10	100
232	11	106
232	12	88
232	13	83
232	14	85
232	15	76
232	16	76
232	17	78
232	18	69
232	19	65
232	20	76
232	21	81
232	22	74
232	23	90
233	0	0
233	1	98
233	2	88
233	3	0
233	4	0
233	5	0
233	6	0
233	7	0
233	8	0
233	9	0
233	10	99
233	11	129
233	12	91
233	13	88
233	14	87
233	15	71
233	16	72
233	17	70
233	18	69
233	19	69
233	20	69
233	21	68
233	22	69
233	23	81
234	0	94
234	1	88
234	2	95
234	3	102
234	4	87
234	5	94
234	6	102
234	7	95
234	8	83
234	9	85
234	10	84
234	11	0
234	12	0
234	13	0
234	14	0
234	15	0
234	16	0
234	17	0
234	18	0
234	19	0
234	20	0
234	21	0
234	22	0
234	23	0
235	0	0
235	1	90
235	2	95
235	3	89
235	4	90
235	5	88
235	6	91
235	7	90
235	8	88
235	9	84
235	10	85
235	11	81
235	12	95
235	13	81
235	14	73
235	15	92
235	16	65
235	17	65
235	18	79
235	19	65
235	20	69
235	21	64
235	22	63
235	23	81
236	0	88
236	1	97
236	2	94
236	3	95
236	4	90
236	5	97
236	6	94
236	7	92
236	8	93
236	9	88
236	10	85
236	11	98
236	12	85
236	13	151
236	14	0
236	15	0
236	16	0
236	17	0
236	18	0
236	19	0
236	20	0
236	21	0
236	22	0
236	23	93
237	0	92
237	1	93
237	2	88
237	3	88
237	4	85
237	5	103
237	6	94
237	7	97
237	8	95
237	9	93
237	10	102
237	11	94
237	12	86
237	13	81
237	14	77
237	15	81
237	16	91
237	17	81
237	18	73
237	19	81
237	20	75
237	21	68
237	22	73
237	23	121
238	0	91
238	1	102
238	2	95
238	3	105
238	4	81
238	5	89
238	6	91
238	7	99
238	8	101
238	9	95
238	10	97
238	11	100
238	12	89
238	13	89
238	14	93
238	15	81
238	16	71
238	17	78
238	18	94
238	19	0
238	20	0
238	21	0
238	22	0
238	23	0
239	0	0
239	1	86
239	2	85
239	3	81
239	4	92
239	5	94
239	6	83
239	7	88
239	8	83
239	9	85
239	10	88
239	11	103
239	12	95
239	13	89
239	14	92
239	15	94
239	16	82
239	17	83
239	18	89
239	19	75
239	20	74
239	21	75
239	22	63
239	23	65
240	0	66
240	1	74
240	2	74
240	3	74
240	4	66
240	5	0
240	6	0
240	7	0
240	8	88
240	9	91
240	10	81
240	11	89
240	12	95
240	13	88
240	14	93
240	15	74
240	16	82
240	17	83
240	18	76
240	19	81
240	20	69
240	21	72
240	22	66
240	23	74
241	0	65
241	1	69
241	2	82
241	3	81
241	4	74
241	5	73
241	6	0
241	7	86
241	8	93
241	9	88
241	10	90
241	11	82
241	12	89
241	13	84
241	14	82
241	15	86
241	16	78
241	17	74
241	18	0
241	19	78
241	20	78
241	21	76
241	22	65
241	23	66
242	0	65
242	1	68
242	2	88
242	3	121
242	4	82
242	5	78
242	6	91
242	7	77
242	8	0
242	9	88
242	10	78
242	11	79
242	12	86
242	13	94
242	14	81
242	15	95
242	16	81
242	17	75
242	18	88
242	19	62
242	20	66
242	21	64
242	22	70
242	23	61
243	0	61
243	1	61
243	2	63
243	3	72
243	4	81
243	5	86
243	6	82
243	7	0
243	8	78
243	9	82
243	10	89
243	11	93
243	12	89
243	13	101
243	14	88
243	15	85
243	16	83
243	17	82
243	18	91
243	19	67
243	20	70
243	21	104
243	22	61
243	23	102
244	0	114
244	1	64
244	2	94
244	3	69
244	4	65
244	5	70
244	6	97
244	7	89
244	8	81
244	9	95
244	10	90
244	11	86
244	12	86
244	13	89
244	14	104
244	15	92
244	16	88
244	17	90
244	18	88
244	19	99
244	20	94
244	21	89
244	22	88
244	23	0
245	0	0
245	1	0
245	2	0
245	3	0
245	4	0
245	5	0
245	6	81
245	7	90
245	8	89
245	9	97
245	10	91
245	11	104
245	12	90
245	13	85
245	14	93
245	15	85
245	16	83
245	17	93
245	18	87
245	19	89
245	20	88
245	21	94
245	22	69
245	23	73
246	0	89
246	1	74
246	2	69
246	3	69
246	4	88
246	5	68
246	6	69
246	7	88
246	8	84
246	9	93
246	10	90
246	11	92
246	12	92
246	13	89
246	14	82
246	15	89
246	16	95
246	17	88
246	18	93
246	19	90
246	20	78
246	21	82
246	22	73
246	23	65
247	0	66
247	1	61
247	2	61
247	3	94
247	4	74
247	5	89
247	6	79
247	7	90
247	8	0
247	9	0
247	10	0
247	11	0
247	12	81
247	13	82
247	14	83
247	15	80
247	16	65
247	17	83
247	18	77
247	19	86
247	20	82
247	21	67
247	22	65
247	23	61
248	0	58
248	1	56
248	2	60
248	3	58
248	4	54
248	5	85
248	6	89
248	7	91
248	8	88
248	9	99
248	10	97
248	11	84
248	12	89
248	13	91
248	14	91
248	15	91
248	16	88
248	17	92
248	18	90
248	19	102
248	20	116
248	21	74
248	22	65
248	23	0
249	0	0
249	1	0
249	2	0
249	3	0
249	4	0
249	5	0
249	6	0
249	7	0
249	8	165
249	9	89
249	10	104
249	11	94
249	12	88
249	13	97
249	14	102
249	15	85
249	16	97
249	17	89
249	18	89
249	19	85
249	20	103
249	21	75
249	22	0
249	23	0
250	0	0
250	1	0
250	2	0
250	3	0
250	4	0
250	5	0
250	6	0
250	7	0
250	8	0
250	9	0
250	10	81
250	11	97
250	12	94
250	13	90
250	14	94
250	15	103
250	16	119
250	17	94
250	18	88
250	19	71
250	20	73
250	21	75
250	22	74
250	23	65
251	0	65
251	1	59
251	2	62
251	3	56
251	4	59
251	5	61
251	6	180
251	7	186
251	8	105
251	9	100
251	10	97
251	11	101
251	12	106
251	13	93
251	14	81
251	15	100
251	16	99
251	17	101
251	18	83
251	19	90
251	20	71
251	21	0
251	22	0
251	23	0
252	0	0
252	1	0
252	2	0
252	3	0
252	4	0
252	5	0
252	6	0
252	7	0
252	8	82
252	9	79
252	10	81
252	11	82
252	12	82
252	13	83
252	14	91
252	15	92
252	16	98
252	17	109
252	18	79
252	19	89
252	20	90
252	21	74
252	22	69
252	23	67
253	0	65
253	1	114
253	2	66
253	3	103
253	4	89
253	5	74
253	6	65
253	7	74
253	8	85
253	9	80
253	10	78
253	11	82
253	12	119
253	13	97
253	14	102
253	15	83
253	16	83
253	17	97
253	18	101
253	19	91
253	20	90
253	21	87
253	22	79
253	23	83
254	0	97
254	1	61
254	2	81
254	3	62
254	4	112
254	5	99
254	6	61
254	7	74
254	8	65
254	9	93
254	10	85
254	11	80
254	12	82
254	13	61
254	14	90
254	15	81
254	16	88
254	17	87
254	18	89
254	19	88
254	20	87
254	21	71
254	22	74
254	23	78
255	0	76
255	1	63
255	2	61
255	3	56
255	4	57
255	5	53
255	6	79
255	7	81
255	8	86
255	9	67
255	10	79
255	11	83
255	12	81
255	13	0
255	14	0
255	15	84
255	16	89
255	17	180
255	18	133
255	19	83
255	20	88
255	21	68
255	22	74
255	23	64
256	0	0
256	1	0
256	2	0
256	3	0
256	4	0
256	5	0
256	6	0
256	7	0
256	8	0
256	9	98
256	10	84
256	11	94
256	12	89
256	13	103
256	14	90
256	15	91
256	16	91
256	17	89
256	18	205
256	19	92
256	20	86
256	21	89
256	22	74
256	23	0
257	0	0
257	1	0
257	2	0
257	3	0
257	4	0
257	5	0
257	6	0
257	7	65
257	8	81
257	9	81
257	10	91
257	11	81
257	12	88
257	13	102
257	14	97
257	15	95
257	16	0
257	17	183
257	18	179
257	19	89
257	20	93
257	21	74
257	22	75
257	23	0
258	0	0
258	1	0
258	2	0
258	3	0
258	4	0
258	5	0
258	6	0
258	7	0
258	8	0
258	9	97
258	10	97
258	11	97
258	12	90
258	13	81
258	14	90
258	15	86
258	16	90
258	17	84
258	18	177
258	19	111
258	20	89
258	21	79
258	22	72
258	23	0
259	0	0
259	1	0
259	2	0
259	3	0
259	4	0
259	5	0
259	6	0
259	7	0
259	8	0
259	9	82
259	10	82
259	11	92
259	12	89
259	13	81
259	14	95
259	15	83
259	16	74
259	17	92
259	18	90
259	19	82
259	20	79
259	21	81
259	22	89
259	23	0
260	0	0
260	1	0
260	2	0
260	3	0
260	4	0
260	5	0
260	6	0
260	7	0
260	8	0
260	9	86
260	10	86
260	11	109
260	12	103
260	13	99
260	14	105
260	15	82
260	16	93
260	17	88
260	18	89
260	19	90
260	20	83
260	21	91
260	22	0
260	23	0
261	0	0
261	1	0
261	2	0
261	3	0
261	4	0
261	5	0
261	6	0
261	7	0
261	8	79
261	9	95
261	10	76
261	11	76
261	12	88
261	13	94
261	14	81
261	15	77
261	16	79
261	17	87
261	18	93
261	19	83
261	20	76
261	21	92
261	22	0
261	23	0
262	0	0
262	1	0
262	2	0
262	3	0
262	4	0
262	5	0
262	6	0
262	7	0
262	8	85
262	9	86
262	10	83
262	11	85
262	12	82
262	13	81
262	14	89
262	15	82
262	16	89
262	17	82
262	18	84
262	19	135
262	20	82
262	21	82
262	22	103
262	23	82
263	0	0
263	1	0
263	2	0
263	3	0
263	4	0
263	5	0
263	6	0
263	7	0
263	8	102
263	9	100
263	10	89
263	11	89
263	12	83
263	13	90
263	14	95
263	15	93
263	16	101
263	17	84
263	18	84
263	19	78
263	20	91
263	21	73
263	22	0
263	23	0
264	0	0
264	1	0
264	2	0
264	3	0
264	4	0
264	5	0
264	6	0
264	7	0
264	8	0
264	9	76
264	10	82
264	11	82
264	12	82
264	13	91
264	14	103
264	15	88
264	16	88
264	17	101
264	18	106
264	19	97
264	20	113
264	21	82
264	22	80
264	23	83
265	0	0
265	1	0
265	2	0
265	3	0
265	4	0
265	5	0
265	6	0
265	7	0
265	8	0
265	9	90
265	10	81
265	11	82
265	12	83
265	13	89
265	14	93
265	15	83
265	16	85
265	17	79
265	18	90
265	19	92
265	20	81
265	21	80
265	22	0
265	23	0
266	0	0
266	1	0
266	2	0
266	3	0
266	4	0
266	5	0
266	6	0
266	7	0
266	8	0
266	9	68
266	10	91
266	11	97
266	12	80
266	13	90
266	14	93.86083984
266	15	76
266	16	82
266	17	74
266	18	186
266	19	106
266	20	74
266	21	75
266	22	73
266	23	59
267	0	0
267	1	0
267	2	0
267	3	0
267	4	0
267	5	0
267	6	0
267	7	0
267	8	0
267	9	0
267	10	0
267	11	0
267	12	98
267	13	83
267	14	86
267	15	90
267	16	94
267	17	80
267	18	78
267	19	77
267	20	83
267	21	93
267	22	76
267	23	67
268	0	0
268	1	0
268	2	0
268	3	0
268	4	0
268	5	0
268	6	0
268	7	0
268	8	0
268	9	83
268	10	107
268	11	90
268	12	85
268	13	92
268	14	90
268	15	83
268	16	91
268	17	98
268	18	90
268	19	82
268	20	93
268	21	89
268	22	87
268	23	81
269	0	90
269	1	90
269	2	90
269	3	0
269	4	0
269	5	0
269	6	0
269	7	0
269	8	0
269	9	0
269	10	93
269	11	88
269	12	92
269	13	90
269	14	93
269	15	81
269	16	81
269	17	198
269	18	93
269	19	81
269	20	79
269	21	83
269	22	79
269	23	0
270	0	0
270	1	0
270	2	0
270	3	0
270	4	0
270	5	0
270	6	0
270	7	0
270	8	0
270	9	79
270	10	81
270	11	98
270	12	86
270	13	89
270	14	81
270	15	86
270	16	82
270	17	93
270	18	202
270	19	98
270	20	93
270	21	87
270	22	75
270	23	70
271	0	0
271	1	0
271	2	0
271	3	0
271	4	0
271	5	0
271	6	0
271	7	0
271	8	0
271	9	83
271	10	89
271	11	75
271	12	76
271	13	97
271	14	83
271	15	88
271	16	81
271	17	83
271	18	100
271	19	81
271	20	81
271	21	99
271	22	0
271	23	0
272	0	0
272	1	0
272	2	0
272	3	0
272	4	0
272	5	0
272	6	0
272	7	0
272	8	92
272	9	95
272	10	88
272	11	88
272	12	90
272	13	81
272	14	88
272	15	79
272	16	89
272	17	88
272	18	94
272	19	81
272	20	85
272	21	88
272	22	89
272	23	81
273	0	69
273	1	0
273	2	0
273	3	0
273	4	0
273	5	0
273	6	0
273	7	0
273	8	0
273	9	71
273	10	82
273	11	83
273	12	92
273	13	83
273	14	79
273	15	75
273	16	90
273	17	88
273	18	83
273	19	88
273	20	80
273	21	88
273	22	78
273	23	0
274	0	0
274	1	0
274	2	0
274	3	0
274	4	0
274	5	0
274	6	0
274	7	0
274	8	0
274	9	0
274	10	88
274	11	85
274	12	101
274	13	82
274	14	102
274	15	94
274	16	91
274	17	91
274	18	93
274	19	94
274	20	103
274	21	83
274	22	73
274	23	75
275	0	73
275	1	0
275	2	0
275	3	0
275	4	0
275	5	0
275	6	0
275	7	0
275	8	0
275	9	83
275	10	79
275	11	89
275	12	94
275	13	85
275	14	88
275	15	89
275	16	0
275	17	169
275	18	170
275	19	83
275	20	99
275	21	90
275	22	97
275	23	92
276	0	81
276	1	0
276	2	0
276	3	0
276	4	0
